7000, 0.05, 39.47
7000, 0.10, 43.90
7000, 0.20, 46.84
7000, 0.30, 51.27
7000, 0.50, 54.74
7000, 1.00, 58.71
7000, 2.00, 61.26
7000, 3.00, 63.42
7000, 4.00, 60.26
7000, 8.00, 65.73
11000, 0.05, 45.33
11000, 0.10, 45.73
11000, 0.20, 50.71
11000, 0.30, 55.37
11000, 0.50, 59.34
11000, 1.00, 60.13
11000, 2.00, 62.86
11000, 3.00, 64.65
11000, 4.00, 65.48
11000, 8.00, 66.70
13000, 0.05, 42.32
13000, 0.10, 50.65
13000, 0.20, 51.78
13000, 0.30, 55.38
13000, 0.50, 58.76
13000, 1.00, 60.54
13000, 2.00, 64.52
13000, 3.00, 65.17
13000, 4.00, 65.87
13000, 8.00, 66.53
