7000, 0.05, 60.02
7000, 0.10, 66.86
7000, 0.20, 70.29
7000, 0.30, 76.19
7000, 0.50, 77.10
7000, 1.00, 78.68
7000, 2.00, 78.70
7000, 3.00, 79.30
7000, 4.00, 79.63
7000, 8.00, 79.58
11000, 0.05, 71.48
11000, 0.10, 72.72
11000, 0.20, 77.96
11000, 0.30, 76.66
11000, 0.50, 77.67
11000, 1.00, 78.87
11000, 2.00, 78.91
11000, 3.00, 79.57
11000, 4.00, 79.68
11000, 8.00, 79.80
13000, 0.05, 67.21
13000, 0.10, 72.79
13000, 0.20, 74.43
13000, 0.30, 77.78
13000, 0.50, 78.94
13000, 1.00, 78.88
13000, 2.00, 78.98
13000, 3.00, 79.59
13000, 4.00, 79.76
13000, 8.00, 79.87
