7000, 0.05, 43.73
7000, 0.10, 46.86
7000, 0.20, 51.58
7000, 0.30, 53.09
7000, 0.50, 55.78
7000, 1.00, 55.26
7000, 2.00, 56.04
7000, 3.00, 58.98
7000, 4.00, 59.14
7000, 8.00, 56.39
11000, 0.05, 48.63
11000, 0.10, 46.87
11000, 0.20, 49.38
11000, 0.30, 54.26
11000, 0.50, 57.52
11000, 1.00, 55.12
11000, 2.00, 55.58
11000, 3.00, 58.13
11000, 4.00, 61.21
11000, 8.00, 58.92
13000, 0.05, 46.70
13000, 0.10, 48.02
13000, 0.20, 53.28
13000, 0.30, 52.67
13000, 0.50, 53.17
13000, 1.00, 55.80
13000, 2.00, 58.37
13000, 3.00, 60.04
13000, 4.00, 59.56
13000, 8.00, 60.86
