7000, 0.05, 48.49
7000, 0.10, 45.55
7000, 0.20, 47.31
7000, 0.30, 50.57
7000, 0.50, 54.17
7000, 1.00, 52.51
7000, 2.00, 56.43
7000, 3.00, 57.31
7000, 4.00, 59.28
7000, 8.00, 58.86
11000, 0.05, 46.95
11000, 0.10, 47.96
11000, 0.20, 49.05
11000, 0.30, 50.64
11000, 0.50, 52.83
11000, 1.00, 57.42
11000, 2.00, 57.30
11000, 3.00, 59.52
11000, 4.00, 58.62
11000, 8.00, 58.44
13000, 0.05, 46.34
13000, 0.10, 52.71
13000, 0.20, 48.82
13000, 0.30, 53.93
13000, 0.50, 55.56
13000, 1.00, 54.81
13000, 2.00, 56.62
13000, 3.00, 56.45
13000, 4.00, 57.94
13000, 8.00, 58.02
