7000, 0.05, 25.27
7000, 0.10, 28.86
7000, 0.20, 35.20
7000, 0.30, 36.67
7000, 0.50, 39.31
7000, 1.00, 42.03
7000, 2.00, 41.19
7000, 3.00, 42.70
7000, 4.00, 43.06
7000, 8.00, 44.69
11000, 0.05, 28.07
11000, 0.10, 25.38
11000, 0.20, 38.12
11000, 0.30, 32.63
11000, 0.50, 38.26
11000, 1.00, 44.92
11000, 2.00, 43.29
11000, 3.00, 45.21
11000, 4.00, 43.05
11000, 8.00, 44.77
13000, 0.05, 28.50
13000, 0.10, 37.42
13000, 0.20, 41.70
13000, 0.30, 38.48
13000, 0.50, 41.57
13000, 1.00, 41.90
13000, 2.00, 43.62
13000, 3.00, 43.62
13000, 4.00, 42.74
13000, 8.00, 43.95
7000, 0.05, 41.53
7000, 0.10, 46.96
7000, 0.20, 51.59
7000, 0.30, 52.27
7000, 0.50, 54.31
7000, 1.00, 58.90
7000, 2.00, 62.35
7000, 3.00, 63.82
7000, 4.00, 63.48
7000, 8.00, 65.65
11000, 0.05, 39.31
11000, 0.10, 46.97
11000, 0.20, 52.59
11000, 0.30, 53.63
11000, 0.50, 56.92
11000, 1.00, 61.21
11000, 2.00, 63.02
11000, 3.00, 65.55
11000, 4.00, 65.55
11000, 8.00, 66.50
13000, 0.05, 45.72
13000, 0.10, 47.41
13000, 0.20, 51.94
13000, 0.30, 56.03
13000, 0.50, 58.58
13000, 1.00, 61.25
13000, 2.00, 64.00
13000, 3.00, 65.42
13000, 4.00, 65.57
13000, 8.00, 66.88
