1000,0.05,59.92
1000,0.10,60.12
1000,0.20,62.37
1000,0.30,61.96
1000,0.50,62.41
1000,1.00,62.20
1000,2.00,60.60
1000,3.00,61.99
1000,4.00,62.07
1000,8.00,61.63
3000,0.05,60.60
3000,0.10,61.69
3000,0.20,60.70
3000,0.30,61.06
3000,0.50,63.17
3000,1.00,61.63
3000,2.00,61.57
3000,3.00,61.62
3000,4.00,62.65
3000,8.00,61.82
5000,0.05,60.46
5000,0.10,61.23
5000,0.20,61.37
5000,0.30,61.94
5000,0.50,62.10
5000,1.00,61.74
5000,2.00,62.91
5000,3.00,62.12
5000,4.00,61.70
5000,8.00,61.36
7500,0.05,61.04
7500,0.10,61.39
7500,0.20,61.44
7500,0.30,61.01
7500,0.50,61.41
7500,1.00,61.87
7500,2.00,61.13
7500,3.00,60.85
7500,4.00,62.24
7500,8.00,61.85
10000,0.05,61.33
10000,0.10,60.42
10000,0.20,60.32
10000,0.30,65.71
10000,0.50,62.23
10000,1.00,61.23
10000,2.00,62.34
10000,3.00,61.28
10000,4.00,61.06
10000,8.00,61.44
13000,0.05,61.51
13000,0.10,60.92
13000,0.20,61.56
13000,0.30,60.64
13000,0.50,63.40
13000,1.00,61.89
13000,2.00,60.63
13000,3.00,61.56
13000,4.00,60.91
13000,8.00,60.80
