1000,0.05,9.56
1000,0.10,10.85
1000,0.20,11.77
1000,0.30,8.98
1000,0.50,10.08
1000,1.00,10.92
1000,2.00,9.55
1000,3.00,10.14
1000,4.00,10.88
1000,8.00,12.10
3000,0.05,10.87
3000,0.10,8.81
3000,0.20,11.96
3000,0.30,9.53
3000,0.50,11.22
3000,1.00,9.48
3000,2.00,10.17
3000,3.00,11.45
3000,4.00,11.60
3000,8.00,15.15
5000,0.05,9.53
5000,0.10,9.32
5000,0.20,9.90
5000,0.30,9.40
5000,0.50,9.97
5000,1.00,9.82
5000,2.00,10.73
5000,3.00,14.50
5000,4.00,13.35
5000,8.00,17.49
7500,0.05,10.13
7500,0.10,10.47
7500,0.20,11.30
7500,0.30,10.26
7500,0.50,10.62
7500,1.00,11.03
7500,2.00,12.31
7500,3.00,16.79
7500,4.00,16.45
7500,8.00,26.35
10000,0.05,9.70
10000,0.10,7.94
10000,0.20,9.53
10000,0.30,9.64
10000,0.50,9.01
10000,1.00,10.07
10000,2.00,14.18
10000,3.00,16.72
10000,4.00,21.87
10000,8.00,32.53
13000,0.05,8.62
13000,0.10,9.37
13000,0.20,9.72
13000,0.30,11.36
13000,0.50,10.21
13000,1.00,12.94
13000,2.00,18.27
13000,3.00,19.31
13000,4.00,22.88
13000,8.00,39.42
